Chr	Start	End	Strand	TSS	ID	EnsID	Type	Symbol
245	chr1	9983141	9984568	+	chr1:9983141	chr1:9983141-9984568	ENSG00000241326	lncRNA	AL603962.1
246	chr1	9997206	10016021	+	chr1:9997206	chr1:9997206-10016021	ENSG00000162444	protein_coding	RBP7
247	chr1	10032832	10181239	+	chr1:10032832	chr1:10032832-10181239	ENSG00000130939	protein_coding	UBE4B
248	chr1	10210805	10381603	+	chr1:10210805	chr1:10210805-10381603	ENSG00000054523	protein_coding	KIF1B
249	chr1	10381906	10387150	-	chr1:10387150	chr1:10381906-10387150	ENSG00000284735	lncRNA	AL139424.3
250	chr1	10395416	10397432	+	chr1:10395416	chr1:10395416-10397432	ENSG00000284642	lncRNA	AL139424.2
251	chr1	10398592	10420511	+	chr1:10398592	chr1:10398592-10420511	ENSG00000142657	protein_coding	PGD
252	chr1	10429881	10430677	-	chr1:10430677	chr1:10429881-10430677	ENSG00000271989	lncRNA	AL139424.1
253	chr1	10430433	10442808	+	chr1:10430433	chr1:10430433-10442808	ENSG00000175279	protein_coding	CENPS
254	chr1	10449719	10451902	+	chr1:10449719	chr1:10449719-10451902	ENSG00000241563	protein_coding	CORT
255	chr1	10456522	10472529	-	chr1:10472529	chr1:10456522-10472529	ENSG00000160049	protein_coding	DFFA
256	chr1	10458555	10459338	+	chr1:10458555	chr1:10458555-10459338	ENSG00000203469	lncRNA	AL354956.1
257	chr1	10472288	10630758	+	chr1:10472288	chr1:10472288-10630758	ENSG00000142655	protein_coding	PEX14
258	chr1	10612222	10616452	-	chr1:10616452	chr1:10612222-10616452	ENSG00000287727	lncRNA	AL139423.2
259	chr1	10636604	10796650	-	chr1:10796650	chr1:10636604-10796650	ENSG00000130940	protein_coding	CASZ1
260	chr1	10639241	10654333	+	chr1:10639241	chr1:10639241-10654333	ENSG00000272078	lncRNA	AL139423.1
261	chr1	10946471	10982037	-	chr1:10982037	chr1:10946471-10982037	ENSG00000175262	protein_coding	C1orf127
262	chr1	11012344	11026420	+	chr1:11012344	chr1:11012344-11026420	ENSG00000120948	protein_coding	TARDBP
263	chr1	11026523	11047239	-	chr1:11047239	chr1:11026523-11047239	ENSG00000009724	protein_coding	MASP2
264	chr1	11029659	11030528	+	chr1:11029659	chr1:11029659-11030528	ENSG00000271895	lncRNA	AL109811.2
265	chr1	11054584	11060020	-	chr1:11060020	chr1:11054584-11060020	ENSG00000116649	protein_coding	SRM
266	chr1	11066618	11099869	-	chr1:11099869	chr1:11066618-11099869	ENSG00000171824	protein_coding	EXOSC10
267	chr1	11068471	11073097	+	chr1:11068471	chr1:11068471-11073097	ENSG00000226849	lncRNA	AL109811.1
268	chr1	11099675	11102100	+	chr1:11099675	chr1:11099675-11102100	ENSG00000230337	lncRNA	EXOSC10-AS1
269	chr1	11106535	11262551	-	chr1:11262551	chr1:11106535-11262551	ENSG00000198793	protein_coding	MTOR
270	chr1	11143898	11149537	+	chr1:11143898	chr1:11143898-11149537	ENSG00000225602	lncRNA	MTOR-AS1
271	chr1	11189355	11195981	+	chr1:11189355	chr1:11189355-11195981	ENSG00000171819	protein_coding	ANGPTL7
272	chr1	11273206	11296049	+	chr1:11273206	chr1:11273206-11296049	ENSG00000120942	protein_coding	UBIAD1
273	chr1	11311734	11319093	-	chr1:11319093	chr1:11311734-11319093	ENSG00000284646	lncRNA	AL031291.1
274	chr1	11479155	11537551	+	chr1:11479155	chr1:11479155-11537551	ENSG00000204624	protein_coding	DISP3
275	chr1	11500803	11502016	-	chr1:11502016	chr1:11500803-11502016	ENSG00000285833	lncRNA	AL590989.1
276	chr1	11609468	11613358	+	chr1:11609468	chr1:11609468-11613358	ENSG00000235643	lncRNA	LINC01647
277	chr1	11623558	11643416	+	chr1:11623558	chr1:11623558-11643416	ENSG00000284708	lncRNA	AL031731.1
278	chr1	11637018	11655785	-	chr1:11655785	chr1:11637018-11655785	ENSG00000116661	protein_coding	FBXO2
279	chr1	11654375	11663327	+	chr1:11654375	chr1:11654375-11663327	ENSG00000132879	protein_coding	FBXO44
280	chr1	11664200	11674354	+	chr1:11664200	chr1:11664200-11674354	ENSG00000116663	protein_coding	FBXO6
281	chr1	11674480	11691650	-	chr1:11691650	chr1:11674480-11691650	ENSG00000116670	protein_coding	MAD2L2
282	chr1	11691710	11725857	+	chr1:11691710	chr1:11691710-11725857	ENSG00000162490	protein_coding	DRAXIN
283	chr1	11736084	11754802	+	chr1:11736084	chr1:11736084-11754802	ENSG00000177674	protein_coding	AGTRAP
284	chr1	11761787	11789585	+	chr1:11761787	chr1:11761787-11789585	ENSG00000215910	protein_coding	C1orf167
285	chr1	11777077	11779619	-	chr1:11779619	chr1:11777077-11779619	ENSG00000177553	lncRNA	AL953897.1
286	chr1	11785723	11806920	-	chr1:11806920	chr1:11785723-11806920	ENSG00000177000	protein_coding	MTHFR
287	chr1	11806096	11848079	+	chr1:11806096	chr1:11806096-11848079	ENSG00000011021	protein_coding	CLCN6
288	chr1	11845709	11848345	-	chr1:11848345	chr1:11845709-11848345	ENSG00000175206	protein_coding	NPPA
289	chr1	11857464	11858945	-	chr1:11858945	chr1:11857464-11858945	ENSG00000120937	protein_coding	NPPB
290	chr1	11907940	11914298	+	chr1:11907940	chr1:11907940-11914298	ENSG00000285646	lncRNA	AL021155.5
291	chr1	11919591	11926428	-	chr1:11926428	chr1:11919591-11926428	ENSG00000116685	protein_coding	KIAA2013
292	chr1	11934205	11975538	+	chr1:11934205	chr1:11934205-11975538	ENSG00000083444	protein_coding	PLOD1
293	chr1	11979533	11980127	-	chr1:11980127	chr1:11979533-11980127	ENSG00000287384	lncRNA	AL096840.2
294	chr1	11980181	12013514	+	chr1:11980181	chr1:11980181-12013514	ENSG00000116688	protein_coding	MFN2
295	chr1	12019466	12032045	+	chr1:12019466	chr1:12019466-12032045	ENSG00000116691	protein_coding	MIIP
296	chr1	12063303	12144207	+	chr1:12063303	chr1:12063303-12144207	ENSG00000120949	protein_coding	TNFRSF8
297	chr1	12088441	12092264	-	chr1:12092264	chr1:12088441-12092264	ENSG00000285604	lncRNA	AL357835.1
298	chr1	12166991	12209228	+	chr1:12166991	chr1:12166991-12209228	ENSG00000028137	protein_coding	TNFRSF1B
299	chr1	12230030	12512047	+	chr1:12230030	chr1:12230030-12512047	ENSG00000048707	protein_coding	VPS13D
300	chr1	12527724	12528420	+	chr1:12527724	chr1:12527724-12528420	ENSG00000229484	lncRNA	LINC02766
301	chr1	12567910	12618210	-	chr1:12618210	chr1:12567910-12618210	ENSG00000162496	protein_coding	DHRS3
302	chr1	12618900	12619244	-	chr1:12619244	chr1:12618900-12619244	ENSG00000272482	lncRNA	AC254633.1
303	chr1	12644547	12667086	+	chr1:12644547	chr1:12644547-12667086	ENSG00000204518	protein_coding	AADACL4
304	chr1	12716110	12728760	+	chr1:12716110	chr1:12716110-12728760	ENSG00000188984	protein_coding	AADACL3
305	chr1	12746200	12763699	+	chr1:12746200	chr1:12746200-12763699	ENSG00000157330	protein_coding	C1orf158
306	chr1	12774841	12777906	+	chr1:12774841	chr1:12774841-12777906	ENSG00000116726	protein_coding	PRAMEF12
307	chr1	12791397	12796628	+	chr1:12791397	chr1:12791397-12796628	ENSG00000116721	protein_coding	PRAMEF1
308	chr1	12822686	12823159	-	chr1:12823159	chr1:12822686-12823159	ENSG00000228338	lncRNA	LINC01784
309	chr1	12824605	12831410	-	chr1:12831410	chr1:12824605-12831410	ENSG00000239810	protein_coding	PRAMEF11
310	chr1	12847408	12848725	-	chr1:12848725	chr1:12847408-12848725	ENSG00000179172	protein_coding	HNRNPCL1
311	chr1	12857086	12861909	+	chr1:12857086	chr1:12857086-12861909	ENSG00000120952	protein_coding	PRAMEF2
312	chr1	12879212	12886201	-	chr1:12886201	chr1:12879212-12886201	ENSG00000243073	protein_coding	PRAMEF4
313	chr1	12892896	12898270	-	chr1:12898270	chr1:12892896-12898270	ENSG00000187545	protein_coding	PRAMEF10
314	chr1	12916610	12920482	+	chr1:12916610	chr1:12916610-12920482	ENSG00000204510	protein_coding	PRAMEF7
315	chr1	12938472	12947580	-	chr1:12947580	chr1:12938472-12947580	ENSG00000232423	protein_coding	PRAMEF6
316	chr1	13049476	13056491	-	chr1:13056491	chr1:13049476-13056491	ENSG00000274764	protein_coding	PRAMEF27
317	chr1	13060869	13062229	+	chr1:13060869	chr1:13060869-13062229	ENSG00000277058	protein_coding	HNRNPCL3
318	chr1	13068677	13077884	+	chr1:13068677	chr1:13068677-13077884	ENSG00000229571	protein_coding	PRAMEF25
319	chr1	13115488	13116854	-	chr1:13116854	chr1:13115488-13116854	ENSG00000275774	protein_coding	HNRNPCL2
320	chr1	13146981	13147460	-	chr1:13147460	chr1:13146981-13147460	ENSG00000233336	lncRNA	AC245056.1
321	chr1	13148905	13155961	-	chr1:13155961	chr1:13148905-13155961	ENSG00000280267	protein_coding	PRAMEF26
322	chr1	13164586	13165467	-	chr1:13165467	chr1:13164586-13165467	ENSG00000179412	protein_coding	HNRNPCL4
323	chr1	13172455	13179464	+	chr1:13172455	chr1:13172455-13179464	ENSG00000204505	protein_coding	PRAMEF9
324	chr1	13196188	13201409	-	chr1:13201409	chr1:13196188-13201409	ENSG00000279169	protein_coding	PRAMEF13
325	chr1	13222705	13226106	-	chr1:13226106	chr1:13222705-13226106	ENSG00000279804	protein_coding	PRAMEF18
326	chr1	13254212	13263314	+	chr1:13254212	chr1:13254212-13263314	ENSG00000270601	protein_coding	PRAMEF5
327	chr1	13281035	13285174	-	chr1:13285174	chr1:13281035-13285174	ENSG00000182330	protein_coding	PRAMEF8
328	chr1	13303539	13308907	+	chr1:13303539	chr1:13303539-13308907	ENSG00000237700	protein_coding	PRAMEF33
329	chr1	13315581	13322598	+	chr1:13315581	chr1:13315581-13322598	ENSG00000204501	protein_coding	PRAMEF15
330	chr1	13324039	13324518	+	chr1:13324039	chr1:13324039-13324518	ENSG00000228229	lncRNA	AC243961.1
331	chr1	13341892	13347134	-	chr1:13347134	chr1:13341892-13347134	ENSG00000204481	protein_coding	PRAMEF14
332	chr1	13369067	13371900	-	chr1:13371900	chr1:13369067-13371900	ENSG00000204480	protein_coding	PRAMEF19
333	chr1	13389632	13392629	+	chr1:13389632	chr1:13389632-13392629	ENSG00000204479	protein_coding	PRAMEF17
334	chr1	13410450	13421328	+	chr1:13410450	chr1:13410450-13421328	ENSG00000204478	protein_coding	PRAMEF20
335	chr1	13474973	13514003	-	chr1:13514003	chr1:13474973-13514003	ENSG00000162494	protein_coding	LRRC38
336	chr1	13513220	13516270	+	chr1:13513220	chr1:13513220-13516270	ENSG00000259961	lncRNA	AL354712.1
337	chr1	13583465	13617957	+	chr1:13583465	chr1:13583465-13617957	ENSG00000162493	protein_coding	PDPN
338	chr1	13657311	13659910	-	chr1:13659910	chr1:13657311-13659910	ENSG00000237445	lncRNA	AL359771.1
339	chr1	13700198	13825079	+	chr1:13700198	chr1:13700198-13825079	ENSG00000116731	protein_coding	PRDM2
340	chr1	13892792	15118043	+	chr1:13892792	chr1:13892792-15118043	ENSG00000189337	protein_coding	KAZN
341	chr1	14221887	14304445	-	chr1:14304445	chr1:14221887-14304445	ENSG00000231606	lncRNA	AL357873.1
342	chr1	14338825	14419973	-	chr1:14419973	chr1:14338825-14419973	ENSG00000234593	lncRNA	KAZN-AS1
343	chr1	14774469	14777727	-	chr1:14777727	chr1:14774469-14777727	ENSG00000287756	lncRNA	AL031293.1
344	chr1	15111815	15153618	-	chr1:15153618	chr1:15111815-15153618	ENSG00000175147	lncRNA	TMEM51-AS1
345	chr1	15152532	15220478	+	chr1:15152532	chr1:15152532-15220478	ENSG00000171729	protein_coding	TMEM51
346	chr1	15164344	15171317	-	chr1:15171317	chr1:15164344-15171317	ENSG00000204464	lncRNA	C1orf195
347	chr1	15247272	15400283	+	chr1:15247272	chr1:15247272-15400283	ENSG00000142621	protein_coding	FHAD1
348	chr1	15326680	15343876	-	chr1:15343876	chr1:15326680-15343876	ENSG00000233485	lncRNA	AL031283.2
349	chr1	15334166	15335464	-	chr1:15335464	chr1:15334166-15335464	ENSG00000236045	lncRNA	AL031283.3
350	chr1	15402979	15409433	-	chr1:15409433	chr1:15402979-15409433	ENSG00000228140	lncRNA	AL031283.1
351	chr1	15409888	15430339	+	chr1:15409888	chr1:15409888-15430339	ENSG00000142634	protein_coding	EFHD2
352	chr1	15438442	15449242	+	chr1:15438442	chr1:15438442-15449242	ENSG00000162438	protein_coding	CTRC
353	chr1	15456728	15472091	+	chr1:15456728	chr1:15456728-15472091	ENSG00000142615	protein_coding	CELA2A
354	chr1	15465909	15491395	+	chr1:15465909	chr1:15465909-15491395	ENSG00000215704	protein_coding	CELA2B
355	chr1	15490832	15526534	-	chr1:15526534	chr1:15490832-15526534	ENSG00000132906	protein_coding	CASP9
356	chr1	15526813	15592379	+	chr1:15526813	chr1:15526813-15592379	ENSG00000116138	protein_coding	DNAJC16
357	chr1	15565611	15565956	-	chr1:15565956	chr1:15565611-15565956	ENSG00000272510	lncRNA	AL121992.3
358	chr1	15571699	15585051	-	chr1:15585051	chr1:15571699-15585051	ENSG00000116771	protein_coding	AGMAT
359	chr1	15586136	15603626	-	chr1:15603626	chr1:15586136-15603626	ENSG00000237301	lncRNA	AL121992.1
360	chr1	15617458	15669044	+	chr1:15617458	chr1:15617458-15669044	ENSG00000197312	protein_coding	DDI2
361	chr1	15659869	15661722	+	chr1:15659869	chr1:15659869-15661722	ENSG00000215695	protein_coding	RSC1A1
362	chr1	15682873	15683128	-	chr1:15683128	chr1:15682873-15683128	ENSG00000271742	lncRNA	AL121992.2
363	chr1	15684320	15734769	+	chr1:15684320	chr1:15684320-15734769	ENSG00000116786	protein_coding	PLEKHM2
364	chr1	15720312	15736896	-	chr1:15736896	chr1:15720312-15736896	ENSG00000237938	lncRNA	AL450998.3
365	chr1	15736258	15741392	+	chr1:15736258	chr1:15736258-15741392	ENSG00000162461	protein_coding	SLC25A34
366	chr1	15740051	15749896	-	chr1:15749896	chr1:15740051-15749896	ENSG00000224459	lncRNA	SLC25A34-AS1
367	chr1	15742499	15747982	+	chr1:15742499	chr1:15742499-15747982	ENSG00000162460	protein_coding	TMEM82
368	chr1	15756607	15786594	+	chr1:15756607	chr1:15756607-15786594	ENSG00000162458	protein_coding	FBLIM1
369	chr1	15807169	15809348	-	chr1:15809348	chr1:15807169-15809348	ENSG00000233954	protein_coding	UQCRHL
370	chr1	15834474	15848147	-	chr1:15848147	chr1:15834474-15848147	ENSG00000179743	lncRNA	AL450998.2
371	chr1	15847707	15940456	+	chr1:15847707	chr1:15847707-15940456	ENSG00000065526	protein_coding	SPEN
372	chr1	15941869	15976132	-	chr1:15976132	chr1:15941869-15976132	ENSG00000116809	protein_coding	ZBTB17
373	chr1	16004236	16008807	+	chr1:16004236	chr1:16004236-16008807	ENSG00000183888	protein_coding	SRARP
374	chr1	16006160	16006671	-	chr1:16006671	chr1:16006160-16006671	ENSG00000233078	lncRNA	AL355994.3
375	chr1	16014028	16019594	-	chr1:16019594	chr1:16014028-16019594	ENSG00000173641	protein_coding	HSPB7
376	chr1	16018875	16034050	+	chr1:16018875	chr1:16018875-16034050	ENSG00000186510	protein_coding	CLCNKA
377	chr1	16043736	16057308	+	chr1:16043736	chr1:16043736-16057308	ENSG00000184908	protein_coding	CLCNKB
378	chr1	16057769	16073651	-	chr1:16073651	chr1:16057769-16073651	ENSG00000185519	protein_coding	FAM131C
379	chr1	16124337	16156069	-	chr1:16156069	chr1:16124337-16156069	ENSG00000142627	protein_coding	EPHA2
380	chr1	16155211	16157329	+	chr1:16155211	chr1:16155211-16157329	ENSG00000227959	lncRNA	AL451042.2
381	chr1	16159266	16161883	+	chr1:16159266	chr1:16159266-16161883	ENSG00000224621	lncRNA	AL451042.1
382	chr1	16197854	16198357	+	chr1:16197854	chr1:16197854-16198357	ENSG00000234166	lncRNA	ARHGEF19-AS1
383	chr1	16197854	16212652	-	chr1:16212652	chr1:16197854-16212652	ENSG00000142632	protein_coding	ARHGEF19
384	chr1	16228674	16231335	-	chr1:16231335	chr1:16228674-16231335	ENSG00000288398	lncRNA	AL109627.1
385	chr1	16231692	16237183	-	chr1:16237183	chr1:16231692-16237183	ENSG00000132881	protein_coding	CPLANE2
386	chr1	16246840	16352480	-	chr1:16352480	chr1:16246840-16352480	ENSG00000037637	protein_coding	FBXO42
387	chr1	16352575	16398145	+	chr1:16352575	chr1:16352575-16398145	ENSG00000055070	protein_coding	SZRD1
388	chr1	16387117	16437424	-	chr1:16437424	chr1:16387117-16437424	ENSG00000187144	protein_coding	SPATA21
389	chr1	16440721	16460078	+	chr1:16440721	chr1:16440721-16460078	ENSG00000157191	protein_coding	NECAP2
390	chr1	16460948	16468481	+	chr1:16460948	chr1:16460948-16468481	ENSG00000226029	lncRNA	LINC01772
391	chr1	16514645	16515754	+	chr1:16514645	chr1:16514645-16515754	ENSG00000261135	lncRNA	AL137802.2
392	chr1	16520694	16521796	+	chr1:16520694	chr1:16520694-16521796	ENSG00000224174	lncRNA	AL137802.1
393	chr1	16533886	16536172	-	chr1:16536172	chr1:16533886-16536172	ENSG00000233421	lncRNA	LINC01783
394	chr1	16562319	16613562	-	chr1:16613562	chr1:16562319-16613562	ENSG00000219481	protein_coding	NBPF1
395	chr1	16617391	16617729	+	chr1:16617391	chr1:16617391-16617729	ENSG00000271732	lncRNA	AL137798.1
396	chr1	16656879	16667524	+	chr1:16656879	chr1:16656879-16667524	ENSG00000282143	lncRNA	AL137798.2
397	chr1	16701546	16705594	+	chr1:16701546	chr1:16701546-16705594	ENSG00000279151	lncRNA	AL021920.1
398	chr1	16739938	16750589	-	chr1:16750589	chr1:16739938-16750589	ENSG00000282740	lncRNA	AL021920.3
399	chr1	16740273	16972964	+	chr1:16740273	chr1:16740273-16972964	ENSG00000058453	protein_coding	CROCC
400	chr1	16851257	16853129	-	chr1:16853129	chr1:16851257-16853129	ENSG00000223643	lncRNA	BX284668.1
401	chr1	16870945	16883659	+	chr1:16870945	chr1:16870945-16883659	ENSG00000228549	lncRNA	BX284668.2
402	chr1	16887577	16889706	-	chr1:16889706	chr1:16887577-16889706	ENSG00000238142	lncRNA	BX284668.5
403	chr1	16904339	16904776	-	chr1:16904776	chr1:16904339-16904776	ENSG00000272426	lncRNA	BX284668.6
404	chr1	16974502	16980632	-	chr1:16980632	chr1:16974502-16980632	ENSG00000117122	protein_coding	MFAP2
405	chr1	16976302	16977792	+	chr1:16976302	chr1:16976302-16977792	ENSG00000286898	lncRNA	AL049569.2
406	chr1	16978926	17005091	+	chr1:16978926	chr1:16978926-17005091	ENSG00000226526	lncRNA	AL049569.1
407	chr1	16985958	17011928	-	chr1:17011928	chr1:16985958-17011928	ENSG00000159363	protein_coding	ATP13A2
408	chr1	17018722	17054170	-	chr1:17054170	chr1:17018722-17054170	ENSG00000117118	protein_coding	SDHB
409	chr1	17066761	17119451	-	chr1:17119451	chr1:17066761-17119451	ENSG00000117115	protein_coding	PADI2
410	chr1	17189783	17197617	+	chr1:17189783	chr1:17189783-17197617	ENSG00000204362	lncRNA	LINC02783
411	chr1	17193232	17201733	-	chr1:17201733	chr1:17193232-17201733	ENSG00000282843	lncRNA	AL590644.1
412	chr1	17205128	17246007	+	chr1:17205128	chr1:17205128-17246007	ENSG00000142623	protein_coding	PADI1
413	chr1	17249098	17284233	+	chr1:17249098	chr1:17249098-17284233	ENSG00000142619	protein_coding	PADI3
414	chr1	17308195	17364004	+	chr1:17308195	chr1:17308195-17364004	ENSG00000159339	protein_coding	PADI4
415	chr1	17372196	17401699	+	chr1:17372196	chr1:17372196-17401699	ENSG00000276747	protein_coding	PADI6
416	chr1	17406760	17407382	+	chr1:17406760	chr1:17406760-17407382	ENSG00000227751	lncRNA	RCC2-AS1
417	chr1	17406760	17439677	-	chr1:17439677	chr1:17406760-17439677	ENSG00000179051	protein_coding	RCC2
418	chr1	17539698	17697874	+	chr1:17539698	chr1:17539698-17697874	ENSG00000074964	protein_coding	ARHGEF10L
419	chr1	17717625	17749978	+	chr1:17717625	chr1:17717625-17749978	ENSG00000236648	lncRNA	LINC02810
420	chr1	17755333	17827063	+	chr1:17755333	chr1:17755333-17827063	ENSG00000117148	protein_coding	ACTL8
421	chr1	18015712	18045612	+	chr1:18015712	chr1:18015712-18045612	ENSG00000284653	lncRNA	AL357509.1
422	chr1	18065657	18074412	+	chr1:18065657	chr1:18065657-18074412	ENSG00000261781	lncRNA	LINC01654
423	chr1	18107798	18378483	+	chr1:18107798	chr1:18107798-18378483	ENSG00000117154	protein_coding	IGSF21
424	chr1	18166929	18179346	-	chr1:18179346	chr1:18166929-18179346	ENSG00000230035	lncRNA	IGSF21-AS1
425	chr1	18385829	18388514	+	chr1:18385829	chr1:18385829-18388514	ENSG00000225387	lncRNA	AL591896.1
426	chr1	18480982	18486126	+	chr1:18480982	chr1:18480982-18486126	ENSG00000179023	protein_coding	KLHDC7A
427	chr1	18630846	18748866	+	chr1:18630846	chr1:18630846-18748866	ENSG00000009709	protein_coding	PAX7
428	chr1	18839599	18859682	-	chr1:18859682	chr1:18839599-18859682	ENSG00000179002	protein_coding	TAS1R2
429	chr1	18871430	18902724	-	chr1:18902724	chr1:18871430-18902724	ENSG00000159423	protein_coding	ALDH4A1
430	chr1	18904280	18956676	-	chr1:18956676	chr1:18904280-18956676	ENSG00000169991	protein_coding	IFFO2
431	chr1	19072110	19075511	-	chr1:19075511	chr1:19072110-19075511	ENSG00000272084	lncRNA	AL137127.1
432	chr1	19074510	19210266	-	chr1:19210266	chr1:19074510-19210266	ENSG00000127481	protein_coding	UBR4
433	chr1	19210501	19240704	+	chr1:19210501	chr1:19210501-19240704	ENSG00000230424	lncRNA	EMC1-AS1
434	chr1	19215660	19251527	-	chr1:19251527	chr1:19215660-19251527	ENSG00000127463	protein_coding	EMC1
435	chr1	19251805	19260128	+	chr1:19251805	chr1:19251805-19260128	ENSG00000053372	protein_coding	MRTO4
436	chr1	19282573	19288770	-	chr1:19288770	chr1:19282573-19288770	ENSG00000162482	protein_coding	AKR7A3
437	chr1	19303965	19312146	-	chr1:19312146	chr1:19303965-19312146	ENSG00000053371	protein_coding	AKR7A2
438	chr1	19312326	19329300	+	chr1:19312326	chr1:19312326-19329300	ENSG00000040487	protein_coding	SLC66A1
439	chr1	19338775	19485539	-	chr1:19485539	chr1:19338775-19485539	ENSG00000077549	protein_coding	CAPZB
440	chr1	19484403	19629821	+	chr1:19484403	chr1:19484403-19629821	ENSG00000173436	protein_coding	MICOS10
441	chr1	19591802	19596832	-	chr1:19596832	chr1:19591802-19596832	ENSG00000235185	lncRNA	AL031727.2
442	chr1	19596979	19658456	+	chr1:19596979	chr1:19596979-19658456	ENSG00000158747	protein_coding	NBL1
443	chr1	19664875	19680966	+	chr1:19664875	chr1:19664875-19680966	ENSG00000158748	protein_coding	HTR6
444	chr1	19682213	19799945	-	chr1:19799945	chr1:19682213-19799945	ENSG00000162542	protein_coding	TMCO4
445	chr1	19814029	19815283	-	chr1:19815283	chr1:19814029-19815283	ENSG00000178828	protein_coding	RNF186
446	chr1	19814367	19819502	+	chr1:19814367	chr1:19814367-19819502	ENSG00000235434	lncRNA	AL391883.1
447	chr1	19882395	19912945	+	chr1:19882395	chr1:19882395-19912945	ENSG00000169914	protein_coding	OTUD3
448	chr1	19920009	19923617	-	chr1:19923617	chr1:19920009-19923617	ENSG00000188784	protein_coding	PLA2G2E
449	chr1	19975431	19980416	-	chr1:19980416	chr1:19975431-19980416	ENSG00000188257	protein_coding	PLA2G2A
450	chr1	20028179	20091911	+	chr1:20028179	chr1:20028179-20091911	ENSG00000127472	protein_coding	PLA2G5
451	chr1	20111939	20119566	-	chr1:20119566	chr1:20111939-20119566	ENSG00000117215	protein_coding	PLA2G2D
452	chr1	20139326	20150386	+	chr1:20139326	chr1:20139326-20150386	ENSG00000158786	protein_coding	PLA2G2F
453	chr1	20154171	20160568	+	chr1:20154171	chr1:20154171-20160568	ENSG00000227066	lncRNA	Z98257.1
454	chr1	20161253	20177424	-	chr1:20177424	chr1:20161253-20177424	ENSG00000187980	protein_coding	PLA2G2C
455	chr1	20184242	20186486	-	chr1:20186486	chr1:20184242-20186486	ENSG00000225986	lncRNA	UBXN10-AS1
456	chr1	20186096	20196050	+	chr1:20186096	chr1:20186096-20196050	ENSG00000162543	protein_coding	UBXN10
